title,tag,link,description,date
7 things credit experts never do with their credit cards,credit-cards,https://www.bankrate.com//credit-cards/advice/things-credit-experts-never-do-with-their-credit-cards/,Experts share what they avoid when it comes to credit cards.,"Jun 20, 2024"
How to get cash back from a credit card,credit-cards,https://www.bankrate.com//credit-cards/cash-back/how-to-get-cash-back-from-a-credit-card/,"There are many ways to redeem cash back rewards, including as a statement credit.","Jun 20, 2024"
How to use a credit card wisely in 8 steps,credit-cards,https://www.bankrate.com//credit-cards/advice/credit-card-tip/,Take these steps to use your credit card as a tool for improving your credit score and maximizing rewards.,"Jun 20, 2024"
Cash back vs. travel points: How to choose credit card rewards,credit-cards,https://www.bankrate.com//credit-cards/cash-back/cash-back-vs-travel-points-how-to-choose-credit-card-rewards/,"Cash back, points or miles? The right choice depends on your lifestyle and spending.","Jun 20, 2024"
American Express Gold vs. Platinum,credit-cards,https://www.bankrate.com//credit-cards/reviews/american-express-gold-card-vs-the-platinum-card-from-american-express/,Unique rewards rates and cardholder perks set these two cards apart.,"Aug 02, 2024"
How to request a credit line increase with American Express,credit-cards,https://www.bankrate.com//credit-cards/issuers/credit-line-increase-american-express/,A credit line increase can help you to increase your spending power and boost your credit score.,"Jun 26, 2024"
Capital One Venture X benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/venture-x-benefits-guide/,Learn about the Capital One Venture X card’s benefits and how you can maximize them.,"Aug 19, 2024"
Global Entry vs. TSA PreCheck: Which is better?,credit-cards,https://www.bankrate.com//credit-cards/travel/global-entry-vs-tsa-precheck/,"If you travel internationally frequently, you may want to consider Global Entry.","Jun 27, 2024"
How to get an Apple Card credit limit increase,credit-cards,https://www.bankrate.com//credit-cards/reviews/how-to-request-credit-line-increase-with-apple-card/,"Whether you’ve signed up for the Apple Card to take advantage of the special financing terms on Apple products or for its Daily Cash back rewards, you might be wondering how to increase your credit line [...]","Jun 27, 2024"
How to get a business credit card with bad personal credit,credit-cards,https://www.bankrate.com//credit-cards/business/how-to-get-a-business-credit-card-with-bad-personal-credit/,"If you have a lower credit score, a business card isn’t necessarily out of reach.","Jun 26, 2024"
Southwest Rapid Rewards guide,credit-cards,https://www.bankrate.com//credit-cards/travel/frequent-flyer-guide-southwest-rapid-rewards/,Rapid Rewards is a free loyalty program that allows customers to earn points on Southwest flights and more.,"Jun 27, 2024"
Chase Ink Business Premier benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/chase-ink-business-premier-benefits/,The Ink Business Premier has an incredible welcome bonus and solid earning rates.,"Jun 27, 2024"
6 tips on how to apply for a credit card with bad credit,credit-cards,https://www.bankrate.com//credit-cards/bad-credit/tips-on-applying-for-credit-card-with-bad-credit/,Learn how to get approved for a credit card with bad credit.,"Jun 26, 2024"
How to request a credit line increase with Discover,credit-cards,https://www.bankrate.com//credit-cards/issuers/how-to-request-credit-line-increase-with-discover/,"Discover cardholders can request a credit limit increase by phone, online or on the Discover app.","Jun 27, 2024"
How to choose a business credit card,credit-cards,https://www.bankrate.com//credit-cards/business/how-to-choose-business-credit-card/,Choose a small business credit card that aligns with your business spending activity.,"Jun 19, 2024"
What is considered a bad credit score?,credit-cards,https://www.bankrate.com//credit-cards/bad-credit/bad-credit-score/,"A bad credit score can adversely impact you, but you don’t have to live with it.","Jun 19, 2024"
Do American Express Membership Rewards points expire?,credit-cards,https://www.bankrate.com//credit-cards/rewards/do-american-express-membership-rewards-points-expire/,The American Express Membership Rewards program is known for its flexibility and points value.,"Jun 18, 2024"
Capital One Venture vs. Capital One VentureOne Rewards Credit Card,credit-cards,https://www.bankrate.com//credit-cards/reviews/capital-one-ventureone-rewards-vs-capital-one-venture-rewards/,"Both earn rewards in Capital One’s proprietary Venture miles currency, but their welcome bonuses and rewards differ.","Aug 19, 2024"
Is Capital One Quicksilver worth it?,credit-cards,https://www.bankrate.com//credit-cards/reviews/is-capital-one-quicksilver-worth-it/,This no-fuss card offers flat-rate cash rewards. Is it a good pick for you?,"Jun 19, 2024"
Capital One Platinum vs. Capital One QuicksilverOne,credit-cards,https://www.bankrate.com//credit-cards/reviews/capital-one-platinum-vs-capital-one-quicksilver-one/,"If you’re focused on building your credit, both cards are good options to consider.","Jun 19, 2024"
"Despite financial stress, many Americans are too worried about job stability to take PTO",credit-cards,https://www.bankrate.com//credit-cards/news/pto-and-financial-stress/,Not all workers take their allotted PTO — that could cost them in the long run.,"Jun 17, 2024"
How do travel credit cards work?,credit-cards,https://www.bankrate.com//credit-cards/travel/how-do-travel-rewards-work/,Earning travel rewards with credit cards can help offset travel expenses.,"Aug 20, 2024"
Wells Fargo Active Cash benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/wells-fargo-active-cash-benefits-guide/,The Wells Fargo Active Cash has a welcome offer and flat-rate cash rewards.,"Jun 17, 2024"
How to get a business credit card,credit-cards,https://www.bankrate.com//credit-cards/business/how-to-apply-for-business-credit-card/,A business card can help you keep your personal and business finances separate.,"Jun 19, 2024"
Can you post a bond with a credit card?,credit-cards,https://www.bankrate.com//finance/credit-cards/can-you-post-bond-with-credit-card/,"How to post bond with a card, including any exceptions and financial impacts.","May 31, 2024"
Citi Simplicity Card benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/citi-simplicity-benefits-guide/,"The Citi Simplicity Card has a long intro balance transfer offer, among other perks.","May 31, 2024"
The Venmo Debit Card: Is it right for you?,credit-cards,https://www.bankrate.com//credit-cards/reviews/venmo-card/,Mobile payments app Venmo offers a debit card and rewards for spending.,"Jun 05, 2024"
Discover it Cash Back vs. Discover it Chrome,credit-cards,https://www.bankrate.com//credit-cards/reviews/discover-it-cash-back-vs-discover-it-chrome/,The best card depends on your spending habits and personal preferences.,"May 31, 2024"
Chase Sapphire Preferred Card benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/chase-sapphire-preferred-card-benefits-perks-guide/,The Chase Sapphire Preferred is one of the top travel cards available and offers valuable benefits for cardholders.,"Aug 06, 2024"
Capital One Quicksilver vs. Discover it Cash Back,credit-cards,https://www.bankrate.com//credit-cards/reviews/capital-one-quicksilver-vs-discover-it-cash-back/,Find out how these two cash back credit cards stack up against one another.,"Jun 04, 2024"
Business credit cards vs. personal credit cards,credit-cards,https://www.bankrate.com//credit-cards/business/business-credit-cards-vs-personal-credit-cards/,Here’s how to decide whether a business or personal card is best for you.,"May 31, 2024"
Capital One Venture Card benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/capital-one-venture-benefits-guide/,"The Capital One Venture card offers a valuable slate of benefits, but travel cards requiring a bit more elbow grease may deliver more.","Aug 20, 2024"
Amazon Prime Visa benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/amazon-prime-rewards-visa-signature-benefits-guide/,"The Amazon Prime Visa card gives Prime members cash back on Amazon.com and Whole Foods purchases, plus travel perks and more.","Jun 18, 2024"
Teaching kids about credit cards and debit cards,credit-cards,https://www.bankrate.com//credit-cards/advice/teaching-kids-difference-between-debit-and-credit/,Learn how to teach kids about credit cards and debit cards.,"May 31, 2024"
Wells Fargo Autograph benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/wells-fargo-autograph-card-benefits-guide/,The new Wells Fargo Autograph card provides rewards on common spending categories.,"Jun 05, 2024"
How I built my credit with a credit card,credit-cards,https://www.bankrate.com//credit-cards/bad-credit/build-credit-with-credit-card/,I raised my credit score by more than 120 points with credit cards. Here’s how.,"Jun 04, 2024"
Is the U.S. Bank Visa Platinum Card worth it?,credit-cards,https://www.bankrate.com//credit-cards/reviews/is-visa-bank-visa-platinum-card-worth-it/,The U.S. Bank Visa Platinum Card deserves strong consideration if you’re looking for a way to tackle high-interest credit card debt.,"Jun 06, 2024"
Is the Wells Fargo Autograph worth it?,credit-cards,https://www.bankrate.com//credit-cards/reviews/wells-fargo-autograph-worth-it/,The Wells Fargo Autograph can be a worthwhile credit card for your wallet.,"Jun 21, 2024"
When it’s time to get a business credit card for your side hustle,credit-cards,https://www.bankrate.com//credit-cards/business/when-its-time-to-get-a-business-credit-card-for-your-side-hustle/,Here’s how to know it’s time for a small business credit card.,"Jul 18, 2024"
Do all grocery store purchases earn grocery cash back rewards?,credit-cards,https://www.bankrate.com//credit-cards/rewards/grocery-store-purchases-and-cash-back-rewards/,Do only food items qualify for grocery cash back rewards?,"Jun 07, 2024"
Is the Amex Gold worth the $250 annual fee?,credit-cards,https://www.bankrate.com//credit-cards/reviews/is-the-amex-gold-worth-the-250-annual-fee/,Learn why paying the $250 annual fee for the Amex Gold might be worth it.,"Jun 06, 2024"
Survey: More than 1 in 3 Americans think tipping culture has gotten out of control,credit-cards,https://www.bankrate.com//credit-cards/news/tipping-culture-survey/,Americans have negative feelings about tipping — that it’s gotten out of control.,"Jun 06, 2024"
Is the BankAmericard worth it?,credit-cards,https://www.bankrate.com//credit-cards/reviews/is-bankamericard-worth-it/,"The BankAmericard comes with a few notable features for new borrowers, including no annual fee and an introductory APR.","Jun 05, 2024"
Should you get a bank account from your credit card issuer?,credit-cards,https://www.bankrate.com//credit-cards/news/should-you-get-bank-account-from-credit-card-issuer/,Many credit card issuers also offer attractive savings accounts.,"Jun 06, 2024"
Ink Business Unlimited Credit Card vs. Ink Business Preferred Credit Card,credit-cards,https://www.bankrate.com//credit-cards/reviews/ink-business-unlimited-vs-preferred/,Both cards offer rewards for small-business owners along with some travel perks.,"Jul 12, 2024"
Capital One Platinum Secured benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/capital-one-platinum-secured-benefits-guide/,The Capital One Platinum Secured card comes with a variety of perks and benefits.,"Jun 12, 2024"
Wells Fargo Reflect benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/wells-fargo-reflect-benefits-guide/,"The Wells Fargo Reflect card has a number of perks, including no annual fee intro APR offers.","Jun 14, 2024"
eBay bans American Express cards in latest flash point over fees,credit-cards,https://www.bankrate.com//credit-cards/news/ebay-bans-american-express-cards/,Why eBay banning American Express cards to lower processing fees may be misguided.,"Jun 14, 2024"
Is the Amex Platinum worth the yearly fee?,credit-cards,https://www.bankrate.com//credit-cards/reviews/is-amex-platinum-card-worth-it-annual-fee/,The American Express Platinum comes with a hefty $695 annual fee.,"Aug 20, 2024"
Guide to Sam’s Club Mastercard,credit-cards,https://www.bankrate.com//credit-cards/reviews/guide-to-sams-club-mastercard/,The Sam’s Club Mastercard helps you earn cash back rewards on groceries and gas.,"Jun 13, 2024"
I broke up with my Amex Gold. Here’s the card I got instead,credit-cards,https://www.bankrate.com//credit-cards/rewards/why-i-canceled-amex-gold/,The American Express Gold is an excellent credit card — but it’s not perfect for everyone.,"Aug 02, 2024"
Amazon Prime Secured Card benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/amazon-credit-builder-guide/,Find out what benefits the Amazon Prime Secured card offers to cardholders.,"Jun 12, 2024"
"Gen Z is traveling more, and debt isn’t slowing them down",credit-cards,https://www.bankrate.com//credit-cards/news/traveling-while-in-debt/,"Gen Z is traveling more, and debt isn’t slowing them down","Jun 21, 2024"
Bank of America Premium Rewards card benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/bank-of-america-premium-rewards-benefits-guide/,The Bank of America Premium Rewards Card is worth considering if you want generous rewards and perks. Find out which benefits you’ll get and how to use them.,"Jun 12, 2024"
Guide to the 2024 Discover cash back calendar,credit-cards,https://www.bankrate.com//credit-cards/cash-back/guide-to-discover-it-cash-back-bonus-categories/,Make the most of your rotating Discover cash back rewards each quarter with this guide,"Sep 13, 2024"
Discover rewards program guide,credit-cards,https://www.bankrate.com//credit-cards/rewards/discover-rewards-program-guide/,"Discover offers a broad range of credit cards that let you rack up rewards for cash back, travel and more.","Sep 03, 2024"
How to get preapproved for a Bank of America credit card,credit-cards,https://www.bankrate.com//credit-cards/issuers/how-to-get-pre-approved-for-bank-of-america-credit-cards/,Borrowers can get preapproved for Bank of America credit cards in order to see which offers you qualify for without hurting your credit.,"Jun 24, 2024"
Capital One Spark Cash Plus vs. Chase Ink Business Cash,credit-cards,https://www.bankrate.com//credit-cards/reviews/capital-one-spark-cash-plus-vs-chase-ink-business-cash/,Business owners looking for cash back rewards may want to consider these cards.,"Jul 16, 2024"
"Current bonus categories: Chase, Discover and Citi",credit-cards,https://www.bankrate.com//credit-cards/cash-back/current-bonus-categories-chase-discover-citi/,"Learn the current rotating cash back categories for Chase, Discover and Citi.","Jun 21, 2024"
How to decide which rewards credit card is best for you,credit-cards,https://www.bankrate.com//credit-cards/rewards/choose-rewards-credit-card/,Find a credit card that aligns with your spending pattern to reap the rewards,"Jun 21, 2024"
Capital One Spark 2% Cash Plus vs. Capital One Spark 2X Miles for Business,credit-cards,https://www.bankrate.com//credit-cards/reviews/capital-one-spark-cash-plus-vs-capital-one-spark-miles/,"If you’re trying to decide on a Capital One business card, read our guide.","Aug 19, 2024"
The craziest places I’ve been asked to tip,credit-cards,https://www.bankrate.com//credit-cards/news/craziest-places-been-asked-to-tip/,More businesses than ever are asking for tips. Who should we always tip and when is it okay to skip the tip?,"Jun 20, 2024"
Clear vs. Global Entry: Which is better?,credit-cards,https://www.bankrate.com//credit-cards/travel/clear-vs-global-entry-which-is-better/,Which is better for you? Clear or Global Entry?,"Aug 19, 2024"
Is Clear worth the cost?,credit-cards,https://www.bankrate.com//credit-cards/travel/is-clear-worth-the-cost/,"Clear can help you save time at the airport, but you’ll want to make sure you can get all the benefits before you apply.","Aug 20, 2024"
Citi Simplicity vs. Citi Diamond Preferred,credit-cards,https://www.bankrate.com//credit-cards/reviews/citi-simplicity-vs-citi-diamond-preferred/,"Both cards are extremely similar and only differ in fees, benefits and ongoing rates.","May 31, 2024"
Should you get the new Hilton Honors American Express Business Card?,credit-cards,https://www.bankrate.com//credit-cards/news/should-you-get-the-new-hilton-honors-american-express-business-card/,Learn about recent changes to the Hilton Honors American Express Business Card.,"Jun 03, 2024"
Should you transfer a car loan to a credit card?,credit-cards,https://www.bankrate.com//credit-cards/balance-transfer/should-i-transfer-car-loan-to-credit-card/,Thinking of using a low interest card to pay your car loan? Here are the details.,"May 31, 2024"
How to support small businesses online and in-person,credit-cards,https://www.bankrate.com//credit-cards/business/how-to-support-small-businesses/,Small businesses are vital for the local economy.,"May 31, 2024"
Best business credit cards for bad credit,credit-cards,https://www.bankrate.com//credit-cards/business/best-business-credit-cards-for-bad-credit/,"If your credit is poor, you may have to get a secured business credit card first.","Jul 10, 2024"
Bank of America Unlimited Cash vs. Bank of America Customized Cash Rewards,credit-cards,https://www.bankrate.com//credit-cards/reviews/bank-of-america-unlimited-cash-vs-customized-cash-rewards/,Learn how these two Bank of America cash back credit cards compare.,"May 30, 2024"
How to make payments with your phone,credit-cards,https://www.bankrate.com//credit-cards/advice/guide-to-mobile-wallet-how-to-make-payments-with-phone/,"Here’s your guide to activating and using your phone’s mobile wallet, no matter which platform you choose.","May 31, 2024"
How to check and change your billing address,credit-cards,https://www.bankrate.com//credit-cards/advice/check-and-change-billing-address/,Here’s how to change your billing address with several major credit card issuers.,"May 31, 2024"
Amex Gold benefits guide,credit-cards,https://www.bankrate.com//credit-cards/reviews/amex-gold-benefits-guide/,Learn about the Amex Gold Card benefits you’ll receive if you sign up for this card.,"Aug 02, 2024"
Dun & Bradstreet rating guide,credit-cards,https://www.bankrate.com//credit-cards/business/what-is-db-rating/,A business’ D&B rating could impact its business prospects.,"May 31, 2024"
How to find a business merchant category code,credit-cards,https://www.bankrate.com//credit-cards/business/finding-merchant-category-code/,Learn what merchant codes are and how an MCC affects businesses and credit card users.,"May 30, 2024"
How to close an American Express account,credit-cards,https://www.bankrate.com//credit-cards/issuers/how-to-close-american-express-account/,"Learn when, why and how to close your American Express account.","May 30, 2024"
How I paid for part of my cruise to the Arctic Circle with rewards,credit-cards,https://www.bankrate.com//credit-cards/rewards/how-i-paid-for-arctic-cruise-with-rewards/,"I used credit card, airline and hotel rewards programs to cover part of my vacation.","May 29, 2024"
Is the Discover it Miles worth it?,credit-cards,https://www.bankrate.com//credit-cards/reviews/discover-it-miles-ideal-travel-card/,The Discover it Miles is minimalistic but can be a great deal for an occasional traveler.,"May 30, 2024"
7 things you didn’t know about 0% APR cards,credit-cards,https://www.bankrate.com//credit-cards/zero-interest/things-you-didnt-know-about-0-apr-cards/,"Before signing up for a 0 percent APR card, check out these little-known facts.","May 30, 2024"
Business line of credit vs. business credit cards,credit-cards,https://www.bankrate.com//credit-cards/business/business-line-of-credit-vs-business-credit-cards/,A business line of credit can offer more funds and can be more difficult to obtain.,"May 28, 2024"
How I get the most out of my credit card rewards,credit-cards,https://www.bankrate.com//credit-cards/rewards/7-ways-i-get-the-most-out-of-credit-card-rewards/,"Here’s how I maximize the value of each card in my wallet — and how you can, too.","Aug 19, 2024"
How I’ve earned credit card rewards without paying a dime in interest for over a decade,credit-cards,https://www.bankrate.com//credit-cards/rewards/earn-credit-card-rewards-without-paying-interest/,Carrying credit card debt poses a problem for people trying to earn rewards.,"May 30, 2024"
Tips for building credit for startup businesses,credit-cards,https://www.bankrate.com//credit-cards/business/building-credit-for-startup-costs/,"For many entrepreneurs, bringing a business to fruition is no small financial feat.","May 30, 2024"
How to use your employer’s company credit card,credit-cards,https://www.bankrate.com//credit-cards/business/using-your-employers-company-credit-card/,Are you following your employer’s company credit card use policy?,"May 28, 2024"
How international students can get a credit card,credit-cards,https://www.bankrate.com//credit-cards/building-credit/how-international-students-get-credit-cards/,"With an alternative ID and other hacks, international students can get credit cards.","May 08, 2024"
8 tips for first-time international travelers,credit-cards,https://www.bankrate.com//credit-cards/travel/tips-for-first-time-international-travelers/,Traveling abroad for the first time? Here are some tips to take along for the ride.,"May 09, 2024"
American Express Membership Rewards vs. Chase Ultimate Rewards,credit-cards,https://www.bankrate.com//credit-cards/rewards/american-express-membership-rewards-vs-chase-ultimate-rewards/,The right flexible rewards credit card program for you depends on your spending style and desired redemptions.,"May 08, 2024"
Citi ThankYou points guide,credit-cards,https://www.bankrate.com//credit-cards/rewards/citi-thankyou-points/,Everything you need to know about the Citi ThankYou Rewards program — including earning and redeeming ThankYou points.,"May 22, 2024"
Almost half of Americans are in debt. Is doom spending to blame?,credit-cards,https://www.bankrate.com//credit-cards/news/doom-spending/,Almost half of Americans are in debt. Is doom spending to blame?,"Jun 21, 2024"
How to choose the best student card for study abroad,credit-cards,https://www.bankrate.com//credit-cards/building-credit/how-to-choose-student-card-study-abroad/,Bankrate breaks down how to choose the best student card for your study abroad experience.,"May 09, 2024"
Wells Fargo Platinum vs. Capital One Quicksilver,credit-cards,https://www.bankrate.com//credit-cards/reviews/wells-fargo-platinum-vs-capital-one-quicksilver/,Comparing these two cards can help you decide which should be your everyday card.,"Aug 19, 2024"
How to clean your credit cards,credit-cards,https://www.bankrate.com//credit-cards/advice/how-to-clean-your-credit-card/,Keeping your credit cards clean can help you avoid card damage and the spread of pathogens.,"May 08, 2024"
How to use a sign-up bonus to pay for your summer vacation,credit-cards,https://www.bankrate.com//credit-cards/travel/sign-up-bonuses-funding-summer-vacation/,Earning a sign-up bonus to help pay for your summer vacation is a great way to make your money go further. Just make sure you aren’t overspending to get those points and miles.,"May 10, 2024"
Why now is an ideal time to sign up for a new credit card to save on summer travel,credit-cards,https://www.bankrate.com//credit-cards/travel/use-credit-card-for-free-summer-trip/,Credit card rewards can provide you with a free trip. Here’s why you should start planning your summer getaway now.,"Aug 19, 2024"
5 credit card tips every college graduate should know,credit-cards,https://www.bankrate.com//credit-cards/building-credit/maximizing-credit-card-after-graduation/,Establishing a positive credit history is an essential part of post-college life.,"May 08, 2024"
Can a business charge for using a credit card?,credit-cards,https://www.bankrate.com//credit-cards/business/can-a-business-charge-for-using-credit-card/,"Businesses tend to cover merchant fees, but other times consumers eat the cost.","May 06, 2024"
Comparing the Wells Fargo Autograph Journey: How does it stack up against other premium travel cards?,credit-cards,https://www.bankrate.com//credit-cards/reviews/wells-fargo-autograph-journey-comparison/,Discover how the Wells Fargo Autograph Journey card compares to travel cards.,"Sep 10, 2024"
Can you let someone use your credit card or lend yours?,credit-cards,https://www.bankrate.com//credit-cards/advice/can-you-lend-someone-else-credit-card-or-lend-yours/,"Is sharing your credit card illegal? No, but here’s why you still shouldn’t do it.","May 12, 2024"
Should you carry a balance on a 0% APR credit card?,credit-cards,https://www.bankrate.com//credit-cards/zero-interest/carry-balance-on-0-percent-interest-credit-card/,It’s not bad to carry a balance on a zero percent intro APR card during the promotion,"May 06, 2024"
How to maximize rewards when traveling for an employer,credit-cards,https://www.bankrate.com//credit-cards/business/how-to-earn-rewards-when-traveling-for-business/,You can strategize to earn credit card rewards on business travel,"May 07, 2024"
Are business credit card rewards taxable?,credit-cards,https://www.bankrate.com//credit-cards/business/are-business-credit-card-rewards-taxable/,Business credit card rewards are considered a rebate on spending and are not taxable,"May 03, 2024"
Guide to Alaska Airlines’ partners,credit-cards,https://www.bankrate.com//credit-cards/travel/alaska-airlines-partners/,Learn how to use Alaska Airlines miles with its partners.,"May 08, 2024"
Guide to American Airlines Admirals Club,credit-cards,https://www.bankrate.com//credit-cards/travel/aa-admirals-club/,American Airlines Admirals Clubs provide exclusive facilities for frequent flyers.,"Jul 09, 2024"
7 ways credit cards can help give the gift of experiences,credit-cards,https://www.bankrate.com//credit-cards/rewards/ways-cards-can-help-give-the-gift-of-experiences/,Give an experience as a gift and the memories remain with the recipient forever.,"Jun 19, 2024"
Citi ThankYou points guide,credit-cards,https://www.bankrate.com//finance/credit-cards/citi-thankyou-points/,Everything you need to know about the Citi ThankYou Rewards program — including earning and redeeming ThankYou points.,"May 23, 2024"
Delta SkyMiles Gold vs. Delta SkyMiles Reserve,credit-cards,https://www.bankrate.com//credit-cards/reviews/delta-skymiles-gold-vs-reserve/,How can you decide between the Delta SkyMiles Gold and the Delta SkyMiles Reserve?,"Jul 26, 2024"
What is a credit card hardship program?,credit-cards,https://www.bankrate.com//credit-cards/advice/what-is-a-credit-card-hardship-program/,"If you’re struggling with debt, a credit card hardship program may be able to help.","Jun 25, 2024"
Guide to the American AAdvantage online shopping portal,credit-cards,https://www.bankrate.com//credit-cards/travel/american-airlines-aadvantage-shopping-portal/,Find out how the American AAdvantage shopping portal works and how to sign up.,"Jul 09, 2024"
What to do when you don’t pay off the balance on a 0% APR business credit card,credit-cards,https://www.bankrate.com//credit-cards/zero-interest/when-you-owe-money-after-business-card-0-apr-ends/,Try to transfer any balance left when your promotion ends to a new 0 percent card.,"May 17, 2024"
A guide to earning and redeeming frequent flyer miles,credit-cards,https://www.bankrate.com//credit-cards/travel/how-to-earn-frequent-flyer-miles/,Here’s what you need to know about earning and redeeming frequent flyer miles/points.,"Aug 02, 2024"
Why you should avoid deferred interest offers,credit-cards,https://www.bankrate.com//credit-cards/zero-interest/deferred-interest-offers/,Deferred interest offers make it hard to avoid paying high interest rates,"May 17, 2024"
Best credit card rewards programs in 2024,credit-cards,https://www.bankrate.com//credit-cards/rewards/best-credit-card-rewards-programs/,Read Bankrate’s list of the best credit card rewards programs for 2023.,"Aug 19, 2024"
How to use credit card rewards to beat inflation this summer,credit-cards,https://www.bankrate.com//credit-cards/rewards/using-credit-card-rewards-to-beat-inflation/,"Rising prices have definitely made it more difficult to get ahead, but a credit card can be a valuable tool when it comes to saving money or getting free stuff.","May 22, 2024"
Guide to the Hilton Honors rewards program,credit-cards,https://www.bankrate.com//credit-cards/guide-to-hilton-honors-rewards-program/,"For frequent travelers, the Hilton Honors rewards program features plenty of perks.","May 21, 2024"
Long-term planning with a credit card,credit-cards,https://www.bankrate.com//credit-cards/advice/long-term-planning-with-a-credit-card/,See how these powerful financial tools can help you plan for long-term goals.,"Jul 26, 2024"
Authorized users: Everything you need to know,credit-cards,https://www.bankrate.com//credit-cards/news/guide-to-authorized-users/,Here’s everything you need to know about authorized users.,"May 16, 2024"
I’m a credit card reporter. These are 5 cards I’ve recommended to my friends,credit-cards,https://www.bankrate.com//credit-cards/news/credit-cards-i-recommend-to-friends/,A perfect credit card doesn’t exist — but here are a few I recommend to friends.,"Aug 19, 2024"
Carrying a balance on a credit card for the first time,credit-cards,https://www.bankrate.com//credit-cards/advice/first-time-carrying-credit-card-balance/,Here’s what you need to know about carrying a balance on your credit card.,"May 16, 2024"
How to take a summer vacation without busting your budget,credit-cards,https://www.bankrate.com//credit-cards/travel/how-to-save-on-a-summer-vacation/,Here’s how to take a great summer vacation for less money in 2024.,"Jun 28, 2024"
Best credit cards for pet owners,credit-cards,https://www.bankrate.com//credit-cards/advice/best-credit-cards-for-pet-owners/,We analyze the best cards for pet owners based on rewards value  and pet expenses.,"Jul 18, 2024"
How does the prime interest rate affect you?,credit-cards,https://www.bankrate.com//credit-cards/zero-interest/how-prime-interest-rate-may-affect-your-monthly-bills/,What is the prime rate and how does it impact your card’s interest rate?,"May 17, 2024"
United MileagePlus Dining guide,credit-cards,https://www.bankrate.com//credit-cards/travel/united-mileageplus-dining-guide/,United MileagePlus Dining lets you earn miles when you eat at select restaurants.,"Aug 08, 2024"
Do you have to be a student to get a student credit card?,credit-cards,https://www.bankrate.com//credit-cards/building-credit/do-you-have-to-be-a-student-to-get-a-student-credit-card/,Find out what the requirements are and which student cards to consider.,"May 16, 2024"
Is the Chase Sapphire Preferred worth it?,credit-cards,https://www.bankrate.com//credit-cards/reviews/is-chase-sapphire-preferred-worth-it/,The Chase Sapphire Preferred carries many perks and benefits that may make it a worthwhile card for the right person.,"Aug 06, 2024"
Ink Business Unlimited vs. Chase Freedom Unlimited,credit-cards,https://www.bankrate.com//credit-cards/reviews/ink-business-unlimited-vs-chase-freedom-unlimited/,Learn why both cards are great options depending on your spending habits.,"Apr 23, 2024"
I received a store card I didn’t apply for. Should I cancel it?,credit-cards,https://www.bankrate.com//credit-cards/rewards/received-card-did-not-apply-for/,What do you do if you receive a credit card you didn’t apply for?,"Apr 25, 2024"
What to know before closing a credit card with a balance,credit-cards,https://www.bankrate.com//credit-cards/balance-transfer/what-to-know-before-closing-card-with-balance/,"There are advantages to keeping a credit card account, though you can always close one.","Apr 24, 2024"
How to do a Discover balance transfer,credit-cards,https://www.bankrate.com//credit-cards/balance-transfer/discover-balance-transfer/,"Discover balance transfers can be completed online, via mobile app and by phone.","Apr 23, 2024"
Chase transfer partners: How to get the best value,credit-cards,https://www.bankrate.com//credit-cards/rewards/chase-transfer-partners-how-to-get-best-value-for-points/,"If you’re looking to increase the value of your Chase Ultimate Rewards points, transferring your points to a Chase airline or hotel partner is a lucrative solution.","Apr 25, 2024"
Is it illegal to use a business credit card for personal expenses?,credit-cards,https://www.bankrate.com//credit-cards/business/using-business-credit-card-for-personal-expenses/,"No, but mixing business and personal expenses can have some serious consequences.","Jul 18, 2024"
How to do a balance transfer with Capital One,credit-cards,https://www.bankrate.com//credit-cards/balance-transfer/capital-one-balance-transfer/,You can transfer a balance to a Capital One card in a few easy steps.,"Apr 24, 2024"
7 tips for keeping your business finances organized,credit-cards,https://www.bankrate.com//credit-cards/business/tips-for-organizing-business-finances/,Set yourself up for success with these tips to organize your business finances.,"Apr 25, 2024"
How to do an HSBC balance transfer,credit-cards,https://www.bankrate.com//credit-cards/balance-transfer/hsbc-balance-transfer/,"In this guide, we’ll cover what you need to know about HSBC balance transfers, how to transfer a balance to a new or existing HSBC card and some frequently asked questions.","Apr 24, 2024"
How to maximize your 0% APR credit card and avoid debt traps,credit-cards,https://www.bankrate.com//credit-cards/zero-interest/use-zero-percent-apr-cards-to-your-advantage/,Cards that offer 0 percent intro APR can be excellent tools if you know how to use them.,"Apr 23, 2024"
9 major hotel chains with free breakfast,credit-cards,https://www.bankrate.com//credit-cards/travel/how-to-get-free-hotel-breakfast/,"Before you book your next vacation, look for ways to score free breakfast.","May 14, 2024"
