title,tag,link,description,date
VA construction loan: How to build your home via a VA loan,mortgages,https://www.bankrate.com//mortgages/va-construction-loan-process/,"It has many advantages, but getting one’s a painstaking process.","Jun 11, 2024"
Questions to ask a mortgage lender,mortgages,https://www.bankrate.com//mortgages/questions-to-ask-mortgage-lender/,Wondering what to ask a mortgage lender when you’re shopping around for offers? Here’s a list of questions to ask a mortgage loan officer.,"Jun 10, 2024"
VA loan benefits and disadvantages,mortgages,https://www.bankrate.com//mortgages/va-loan-pros-cons/,"There’s a flip side to every form of financing, and VA loans are no exception.","Jun 12, 2024"
How long should I keep mortgage statements and documents?,mortgages,https://www.bankrate.com//mortgages/how-long-to-keep-mortgage-documents/,And do you need to keep all of them?,"Jun 14, 2024"
Mortgage prequalification: What it is and how to get it,mortgages,https://www.bankrate.com//mortgages/mortgage-prequalification/,"Think of it as mortgage preapproval lite. Easier to get, but less useful too.","Jun 13, 2024"
How to find the best FHA mortgage lender,mortgages,https://www.bankrate.com//mortgages/find-best-fha-lender/,"You’ll need to do a bit of legwork to find a good fit, but it’s worth it to get one of these loans.","Jun 10, 2024"
How much is an FHA loan down payment?,mortgages,https://www.bankrate.com//mortgages/fha-loan-down-payment/,These loans are made for folks who are struggling to afford a home of their own.,"Jun 13, 2024"
First-time homebuyer guide,mortgages,https://www.bankrate.com//mortgages/first-time-homebuyer-guide/,"Being a novice often feels like a nuisance. However, there are actually perks to being a first-timer.","Jun 20, 2024"
What happens when you pay off your mortgage?,mortgages,https://www.bankrate.com//mortgages/what-happens-when-mortgage-is-paid-off/,"First, you celebrate. But remember: You’ve got some new obligations too.","Jun 24, 2024"
What are construction loans?,mortgages,https://www.bankrate.com//mortgages/construction-loans-explained/,"They’re not just mortgages for new builds, and you need to know their unique wrinkles.","Jun 20, 2024"
How to get a mortgage,mortgages,https://www.bankrate.com//mortgages/how-to-get-a-mortgage/,Follow these 10 steps to nail the loan and make buying that home a reality.,"Jun 20, 2024"
I chose this type of mortgage lender to buy my first home — and it was the best decision I made,mortgages,https://www.bankrate.com//mortgages/mortgage-from-local-credit-union/,Bankrate editor Laurie Richards shares why she worked with a local mortgage lender to buy her first home.,"Jun 20, 2024"
Divorce and your mortgage: Here’s what to know,mortgages,https://www.bankrate.com//mortgages/what-to-know-about-divorce-and-mortgage/,"If the martial home has a lien on it, things can get complicated.","Jun 24, 2024"
Guide to no-down payment mortgages: Am I eligible?,mortgages,https://www.bankrate.com//mortgages/no-down-payment-mortgage/,Some options if you want a house but your savings are small.,"Jun 24, 2024"
Guide to manufactured and mobile home loans,mortgages,https://www.bankrate.com//mortgages/manufactured-mobile-home-loans/,There are many ways to finance a manufactured or mobile home. Here’s a guide to your options.,"Jun 24, 2024"
What is an FHA mortgage insurance premium?,mortgages,https://www.bankrate.com//mortgages/fha-mortgage-insurance-guide/,It’s an extra expense — the price you pay for the FHA loan’s generosity.,"Jul 02, 2024"
First-time homebuyer qualifications,mortgages,https://www.bankrate.com//mortgages/first-time-homebuyer-explained/,You can be a “first-time homebuyer” — and get financial aid — even if you’ve owned a place before.,"Jul 03, 2024"
Are cash-out refinance rates higher? How to get the best rate,mortgages,https://www.bankrate.com//mortgages/how-to-get-the-best-cash-out-refinance-rate/,The cash you’ll get comes at cost. Here’s how to minimize it.,"Jul 02, 2024"
Are home equity loans tax-deductible?,mortgages,https://www.bankrate.com//home-equity/home-equity-loan-tax-changes/,"Home equity borrowers can deduct interest, but only if they meet these requirements.","Jul 03, 2024"
How to get the best mortgage rate,mortgages,https://www.bankrate.com//mortgages/how-to-get-the-best-mortgage-rate/,"With interest rates rising, shopping around is more important than ever.","Jul 03, 2024"
How to increase your mortgage preapproval amount,mortgages,https://www.bankrate.com//mortgages/how-to-increase-mortgage-preapproval-amount/,Getting preapproved for the right mortgage amount is the first step in getting your dream home. Here’s how to wangle more from your lender.,"Jul 02, 2024"
The secret to getting a mortgage as a single person: Your lender,mortgages,https://www.bankrate.com//mortgages/single-person-mortgage/,Is it harder to get a mortgage if you’re single?,"Jul 08, 2024"
Reverse mortgage pros and cons,mortgages,https://www.bankrate.com//mortgages/reverse-mortgage-pros-and-cons/,Is a reverse mortgage right for you?,"Jul 03, 2024"
Mortgage deferment: What it is and how it differs from forbearance,mortgages,https://www.bankrate.com//mortgages/mortgage-deferment/,"Although used interchangeably, deferment isn’t the same as forbearance.","May 28, 2024"
About 1 in 5 homeowners say they’ve taken on debt for maintenance and surprise costs: Is it a good idea?,mortgages,https://www.bankrate.com//mortgages/unexpected-costs-of-homeownership/,Close to one-fifth of homeowners have borrowed money to pay for unexpected maintenance and repairs.,"May 28, 2024"
Refinancing for home improvement: How it works,mortgages,https://www.bankrate.com//mortgages/refinancing-for-home-improvement/,"Tapping your home to upgrade your home: A good idea, but beware the potential pitfalls.","May 28, 2024"
Are government loans easier to get?,mortgages,https://www.bankrate.com//mortgages/government-loans-easier-to-get/,Here’s why you can’t believe the hype.,"May 29, 2024"
Missing mortgage payments: How many can I miss before foreclosure?,mortgages,https://www.bankrate.com//mortgages/how-many-mortgage-payments-can-i-miss/,It’s not the end if you miss just one. But don’t make a habit of it.,"May 28, 2024"
Does refinancing a mortgage hurt your credit?,mortgages,https://www.bankrate.com//mortgages/does-refinancing-hurt-your-credit/,"Yes, it can ding it, sometimes dramatically. But there are ways to minimize the drop.","May 29, 2024"
Mortgage questions to expect from your lender,mortgages,https://www.bankrate.com//mortgages/questions-to-expect-from-lenders/,"To get the right answers (and the right mortgage), you have to ask the right questions. And be ready to answer a lot, too.","May 28, 2024"
Jumbo vs. conventional loans: What’s the difference?,mortgages,https://www.bankrate.com//mortgages/jumbo-vs-conventional-loans/,Eyeing a high-priced home? Opting for a jumbo loan may be a necessity.,"May 30, 2024"
"Study: Typical single-family home costs over $18,000 per year in hidden expenses",mortgages,https://www.bankrate.com//mortgages/hidden-costs-of-homeownership-study/,"For the average single-family homeowner, ongoing yearly expenses have increased 26 percent since 2020, according to a new Bankrate study.","Jun 10, 2024"
VA closing costs: What are they and how much are they?,mortgages,https://www.bankrate.com//mortgages/va-loan-closing-costs/,"They’re often lower, but they still can add up. Here’s what to look for.","Jun 07, 2024"
What is a VA streamline refinance (VA IRRRL) and how does it work?,mortgages,https://www.bankrate.com//mortgages/va-irrrl-refinance-program/,A fast and easy way to cut the interest payments on your VA home mortgage.,"Jun 07, 2024"
Home equity hazards: The risks of tapping your property’s value,mortgages,https://www.bankrate.com//home-equity/home-equity-loan-risks-and-how-to-avoid-them/,"Tapping home equity can be a smart move, but don’t get trapped by surprise terms.","Jun 10, 2024"
What is the VA funding fee?,mortgages,https://www.bankrate.com//mortgages/va-funding-fee/,"VA loans come with a one-time funding fee. Here’s why, how much it costs and how to pay it.","Jun 07, 2024"
What is a construction-to-permanent loan?,mortgages,https://www.bankrate.com//mortgages/construction-to-permanent-loans/,The upside of a construction to permanent loan: The borrower only pays for a single transaction.,"Jun 06, 2024"
What is a debt-to-income ratio for a mortgage?,mortgages,https://www.bankrate.com//mortgages/why-debt-to-income-matters-in-mortgages/,"It varies, but generally, the lower the better. Here’s why.","Jun 07, 2024"
Guide to refinancing an FHA loan to a conventional loan,mortgages,https://www.bankrate.com//mortgages/refinance-fha-to-conventional/,Crunch the numbers carefully to see if the switch is worth it.,"Jun 06, 2024"
VA loan refinance: What is it and how does it work?,mortgages,https://www.bankrate.com//mortgages/refinance-into-a-va-loan/,"If you qualify, a VA refinance can be a great way to snag a low rate.","May 31, 2024"
How to choose a mortgage lender: 6 tips,mortgages,https://www.bankrate.com//mortgages/finding-the-best-mortgage-lender/,Getting a good loan starts with choosing the right lender.,"May 31, 2024"
Is private mortgage insurance (PMI) tax-deductible?,mortgages,https://www.bankrate.com//mortgages/deduct-private-mortgage-insurance/,Homeowners who are paying PMI may be able to deduct this cost once again. Here’s how.,"May 31, 2024"
Can I get a mortgage after a short sale of my home?,mortgages,https://www.bankrate.com//mortgages/home-loan-after-short-sale/,"To buy a home after you sold one in a short sale, you need time, good credit and money down.","Jun 03, 2024"
What is a fixed-rate mortgage and how does it work?,mortgages,https://www.bankrate.com//mortgages/what-is-a-fixed-rate-mortgage/,It’s America’s favorite home loan by far. But is it the best choice for you?,"May 31, 2024"
Should I pay off my mortgage or invest?,mortgages,https://www.bankrate.com//mortgages/pay-off-mortgage-or-invest/,Both strategies have merit. Here’s what to consider.,"Jun 03, 2024"
Younger generations wrestle with competing goals: Financial flexibility and owning a home,mortgages,https://www.bankrate.com//mortgages/financial-flexibility-vs-homeownership/,Younger generations want to buy homes — but they also want the freedom to grow their careers and spend on experiences.,"Jun 04, 2024"
How your mortgage affects your credit score,mortgages,https://www.bankrate.com//mortgages/how-mortgage-affects-credit-score/,Does it ding it? Increase it? It can do both. Here’s what to expect.,"Jun 04, 2024"
Pros and cons of a cash-out refinance,mortgages,https://www.bankrate.com//mortgages/cash-out-refinance-pros-cons/,"It can be fast, easy money — but it comes with caveats.","May 21, 2024"
Hard money lending: Guide to hard money loans and lenders,mortgages,https://www.bankrate.com//mortgages/hard-money-lenders/,These loans appeal to house flippers or those with unusual situations.,"May 21, 2024"
Student loan guidelines for getting a mortgage,mortgages,https://www.bankrate.com//mortgages/mortgage-student-loan-guidelines/,Here’s how student loans typically factor into getting a mortgage.,"May 20, 2024"
Secondary mortgage market: What it is and how it works,mortgages,https://www.bankrate.com//mortgages/secondary-mortgage-market/,"As a homeowner, you don’t know it, but it affects who may actually own your home loan.","May 21, 2024"
Deed of reconveyance: What it is and how it works,mortgages,https://www.bankrate.com//mortgages/deed-of-reconveyance/,"If the deed of reconveyance hasn’t been recorded, don’t panic just yet.","May 20, 2024"
How to save for a down payment,mortgages,https://www.bankrate.com//mortgages/how-to-save-for-a-down-payment/,Saving the big chunk of cash you’ll need upfront can be tough. These tactics help.,"May 20, 2024"
Mortgages and loans to pay for home renovations,mortgages,https://www.bankrate.com//mortgages/mortgages-pay-home-renovations/,Financial tools to make that project happen — provided you pick the right one for your needs.,"May 21, 2024"
16 first-time homebuyer mistakes to avoid,mortgages,https://www.bankrate.com//mortgages/first-time-homebuyer-mistakes/,"And the ways to do things right, from perusing the neighborhood to comparing mortgage terms.","May 21, 2024"
Getting a mortgage at a young age: Can and should you do it?,mortgages,https://www.bankrate.com//mortgages/are-you-too-young-to-buy-a-house/,Are you too young to buy a home?,"Jun 05, 2024"
Government grants for home improvements,mortgages,https://www.bankrate.com//mortgages/home-improvement-grants/,Find out whether you qualify for grant money to fund home repairs.,"Jun 06, 2024"
How does a condo mortgage work?,mortgages,https://www.bankrate.com//mortgages/condo-financing/,"To improve your chances of getting approved for condo financing, follow these tips.","Jun 06, 2024"
How much equity do you need to refinance?,mortgages,https://www.bankrate.com//mortgages/refinance-home-equity-is-important/,There are many refinance options based on level of equity.,"Jun 04, 2024"
Mortgage rate lock: What it is and when you should use one,mortgages,https://www.bankrate.com//mortgages/what-is-mortgage-rate-lock/,It can make sure you don’t get burned by rising interest rates before you close.,"May 23, 2024"
Bank statement loan: What is it and who should get one?,mortgages,https://www.bankrate.com//mortgages/bank-statement-loan/,"While an option for some borrowers, there are downsides.","May 24, 2024"
What is a first mortgage?,mortgages,https://www.bankrate.com//mortgages/what-is-a-first-mortgage/,It’s what we think of when we think “mortgage”: a big loan used to buy a home.,"May 23, 2024"
Bankrate’s 2024 Home Affordability Report,mortgages,https://www.bankrate.com//mortgages/home-affordability-report/,"Despite costs and regrets, most Americans still value homeownership.","May 22, 2024"
What are guaranteed mortgage loans?,mortgages,https://www.bankrate.com//mortgages/guaranteed-loan/,"In short, without guaranteed mortgages, there would be a lot fewer home sales.","May 24, 2024"
What to do when your mortgage forbearance period ends,mortgages,https://www.bankrate.com//mortgages/what-to-do-if-your-mortgage-forbearance-is-ending/,Here are options if your mortgage forbearance plan is expiring.,"May 24, 2024"
How to get a mortgage when you’re self-employed,mortgages,https://www.bankrate.com//mortgages/self-employed-how-to-get-a-mortgage/,"True, the path to homeownership will be bumpier, but these tips can help you navigate it.","May 23, 2024"
Younger would-be homebuyers are moving back in with their parents: Should you?,mortgages,https://www.bankrate.com//mortgages/living-with-parents-to-save-for-home/,Younger aspiring homebuyers face a tougher road financially compared to even a few short years ago.,"May 22, 2024"
Home Mortgage Disclosure Act (HMDA): What it is and why it’s important,mortgages,https://www.bankrate.com//mortgages/home-mortgage-disclosure-act/,It’s a way that you can get a sense of how a lender treats borrowers like you.,"May 14, 2024"
What is a 5/1 adjustable-rate mortgage (ARM)?,mortgages,https://www.bankrate.com//mortgages/what-is-a-5-1-arm/,A 5/1 ARM is a common type of adjustable-rate mortgage.,"May 10, 2024"
Should I use a home equity loan to buy a car?,mortgages,https://www.bankrate.com//home-equity/buy-car-loan-with-home-equity-loan/,"It’s not so much whether you can, but if you should.","May 17, 2024"
FHA vs. conventional loans: What’s the difference?,mortgages,https://www.bankrate.com//mortgages/fha-vs-conventional-loans/,Is one better than the other? Here are the pros and cons of each.,"May 16, 2024"
Mortgage application: What’s included  and how to prepare,mortgages,https://www.bankrate.com//mortgages/mortgage-application-questions/,You have to know all the questions to give the right answers.,"May 17, 2024"
"What is collateral for a mortgage, and how does it work?",mortgages,https://www.bankrate.com//mortgages/collateral-for-mortgage/,It’s usually the home you’re buying — and it’s on the line if you can’t repay the loan.,"May 13, 2024"
5 biggest myths about mortgage refinance,mortgages,https://www.bankrate.com//mortgages/biggest-refinance-myths/,Don’t let lack of knowledge hold you back from refinancing.,"May 13, 2024"
The lock-in effect is keeping homes off the market. How long will it last?,mortgages,https://www.bankrate.com//mortgages/lock-in-effect/,"Homeowners are staying on the sidelines of the housing market, biding their time.","May 20, 2024"
Should you buy a second home?,mortgages,https://www.bankrate.com//mortgages/things-to-know-before-you-buy-a-second-home/,Is owning a second home a ton of work or a ton of fun?,"May 01, 2024"
The 10 largest mortgage lenders in the U.S.,mortgages,https://www.bankrate.com//mortgages/largest-mortgage-lenders/,UWM claims the top spot on the latest list.,"May 02, 2024"
What is a mortgage?,mortgages,https://www.bankrate.com//mortgages/what-is-mortgage/,"A primer on how these home loans work, including the lingo you need to know.","May 07, 2024"
Mortgages for seniors: Getting a home loan in retirement,mortgages,https://www.bankrate.com//mortgages/mortgages-for-seniors-getting-a-home-loan-in-retirement/,"It can be tougher to qualify. Here’s why, and how to bridge the gap.","May 03, 2024"
How to shop for a mortgage without hurting your credit score,mortgages,https://www.bankrate.com//mortgages/shop-for-mortgage-without-hurting-credit-score/,"A drop is inevitable, but you can minimize it.","May 02, 2024"
How to refinance a second home or investment property,mortgages,https://www.bankrate.com//mortgages/second-home-refinancing/,The rules are different for refinancing a second home or investment property.,"May 02, 2024"
Conventional loans: What they are and how they work,mortgages,https://www.bankrate.com//mortgages/what-is-a-conventional-loan/,"In short, it’s a mortgage not guaranteed by the government. Is it the right one for you?","May 02, 2024"
10 first-time homebuyer tips: How to get that house,mortgages,https://www.bankrate.com//mortgages/tips-for-first-time-home-buyers/,"These steps will help rookies streamline the process, avoiding bumps on the homebuying road.","May 06, 2024"
Income requirements to qualify for a mortgage,mortgages,https://www.bankrate.com//mortgages/proving-income-to-land-a-mortgage/,"It’s not just if you have enough coming in, but how much you have going out.","May 10, 2024"
What is a 3/1 adjustable-rate mortgage (ARM)?,mortgages,https://www.bankrate.com//mortgages/what-is-a-3-1-arm/,Want the lowest-possible interest rate? This mortgage delivers — for a few brief years.,"May 09, 2024"
Average monthly mortgage payment,mortgages,https://www.bankrate.com//mortgages/average-monthly-mortgage-payment/,"If you get a mortgage, you’ll need to make a monthly loan payment. Here’s a look at the national average.","May 08, 2024"
What is a non-QM loan? The lowdown on non-qualifying mortgages,mortgages,https://www.bankrate.com//mortgages/non-qm-loans/,"It can help the unconventional borrower get a home, but at a high cost — and default risk.","May 07, 2024"
Lender credits: What are they and how do they work,mortgages,https://www.bankrate.com//mortgages/lender-credits/,"It saves costs upfront, but it’s not free money.","May 08, 2024"
Buying a house with cash vs. a mortgage,mortgages,https://www.bankrate.com//mortgages/all-cash-vs-mortgage/,"Paying all-cash saves you money and time, but getting a mortgage has financial benefits too.","May 08, 2024"
Pros and cons of a 15-year mortgage,mortgages,https://www.bankrate.com//mortgages/pros-and-cons-15-year-mortgage/,A 15-year mortgage has a lot of positives. Provided it won’t cost you too much.,"May 09, 2024"
Smart ways to use your home equity for remodeling,mortgages,https://www.bankrate.com//home-equity/home-equity-for-improvement-renovation/,"Should you use your home to enhance your home? It’s tricky, so learn before you leap.","May 07, 2024"
Understanding the mortgage underwriting process,mortgages,https://www.bankrate.com//mortgages/steps-in-underwriting-process/,What to expect from start to finish when lenders evaluate you for a home loan.,"May 24, 2024"
"FHA vs. VA loans: What’s the difference, and which is better for you?",mortgages,https://www.bankrate.com//mortgages/va-fha-comparison/,"Two government-backed mortgage programs, each with unique benefits","May 24, 2024"
What is mortgage amortization?,mortgages,https://www.bankrate.com//mortgages/what-is-mortgage-amortization/,Using Bankrate’s calculator can help you see the outcomes for different scenarios.,"May 24, 2024"
Conforming loans: What they are and how they work,mortgages,https://www.bankrate.com//mortgages/conforming-loan/,It’s a mortgage has to adhere to certain standards — to protect both you and the lender.,"May 24, 2024"
How do you pay back a reverse mortgage?,mortgages,https://www.bankrate.com//mortgages/pay-back-reverse-mortgage/,"How do you pay back a reverse mortgage, and when is it necessary?","May 24, 2024"
"Right of rescission: Canceling a HELOC, home equity loan or refinance",mortgages,https://www.bankrate.com//mortgages/right-of-rescission/,"If you’re second-guessing your refi or home equity loan, you could have a way out.","May 24, 2024"
Wraparound mortgage: What it is and how it can help buyers and sellers,mortgages,https://www.bankrate.com//mortgages/what-is-a-wraparound-mortgage/,The home seller becomes your lender In this obscure financing option.,"May 24, 2024"
What is the Home Ownership and Equity Protection Act (HOEPA)?,mortgages,https://www.bankrate.com//mortgages/home-ownership-equity-protection-act/,"It protects you from predatory practices by mortgage lenders, among other things.","May 24, 2024"
How to prepare for FHA appraisal requirements,mortgages,https://www.bankrate.com//mortgages/fha-appraisal-requirements/,"Learn about this key step in the FHA loan process, a cross between appraisal and home inspection.","Apr 19, 2024"
What is an energy-efficient mortgage (EEM)and how can it save you money?,mortgages,https://www.bankrate.com//mortgages/energy-efficient-mortgage/,You can get an EEM through many of the same lenders that offer mortgages.,"Apr 19, 2024"
I’m well into paying off my mortgage. Should I still refinance?,mortgages,https://www.bankrate.com//mortgages/refinancing-a-nearly-paid-mortgage/,You need to crunch numbers to see if a refi makes sense.,"Apr 19, 2024"
How to get a low-cost mortgage refinance,mortgages,https://www.bankrate.com//mortgages/low-cost-refinance/,"But be careful, lest a strategy end up costing you more in the long run.","Apr 23, 2024"
Down payment assistance: How it works and how to get it,mortgages,https://www.bankrate.com//mortgages/down-payment-assistance/,Here’s how to find down payment assistance and what you’ll need to qualify.,"Apr 19, 2024"
How to avoid mortgage rate lock extension fees,mortgages,https://www.bankrate.com//mortgages/avoid-mortgage-rate-lock-extension-fees/,Protect yourself from being charged over a loan delay that wasn’t your fault.,"Apr 19, 2024"
What is a loan-to-value ratio?,mortgages,https://www.bankrate.com//mortgages/what-is-loan-to-value-ratio-ltv/,"It’s a comparison calculation that’ll determine if you’ll get a loan, and the interest rate you’ll pay.","Apr 19, 2024"
VA loans: What they are and how they work,mortgages,https://www.bankrate.com//mortgages/understanding-va-loans/,Learn the essentials of this popular mortgage before you apply.,"Apr 19, 2024"
VA cash-out refinance: How it works and what to consider,mortgages,https://www.bankrate.com//mortgages/va-cash-out-refinance/,"A VA cash-out refinance can help you save money, but it isn’t free.","Apr 30, 2024"
Second home vs. investment property: Different mortgage requirements and rules,mortgages,https://www.bankrate.com//mortgages/second-home-vs-investment-property/,Earning some money from your property doesn’t automatically make it an investment.,"Apr 30, 2024"
Mortgage rate forecast for May 2024: No break for homebuyers,mortgages,https://www.bankrate.com//mortgages/mortgage-rate-forecast-for-may-2024-no-break-for-homebuyers/,Homebuyers out on the spring hunt won’t see much relief from higher mortgage rates.,"May 01, 2024"
FHA cash-out refinance guide,mortgages,https://www.bankrate.com//mortgages/fha-cash-out-refinancing/,Here’s how an FHA cash-out refinance works.,"Apr 30, 2024"
Graduated payment mortgages: What are they and how do they work?,mortgages,https://www.bankrate.com//mortgages/graduated-payment-mortgage/,"Imagine a mortgage with a fixed interest rate, but a monthly payment that varies.","Apr 30, 2024"
VA loans vs. conventional loans: What’s the difference?,mortgages,https://www.bankrate.com//mortgages/va-vs-conventional-loan/,"If you qualify for both a VA and conventional loan, consider the pros and cons of each.","Apr 30, 2024"
Portfolio mortgage lenders: What are they and how do you find one?,mortgages,https://www.bankrate.com//mortgages/what-are-portfolio-mortgage-lenders/,"These lenders keep the mortgages they underwrite, so they may lend when others won’t.","Apr 30, 2024"
Mortgage seasoning: What is it and what are the requirements?,mortgages,https://www.bankrate.com//mortgages/seasoning-requirements/,"It means you need to have money on hand to get a mortgage. And like fine wine — the longer, the better.","May 01, 2024"
What are cash-out refinance tax implications?,mortgages,https://www.bankrate.com//mortgages/cash-out-refinance-tax-implications/,Cash-out refinances have implications at tax time.,"Apr 26, 2024"
Predatory lending: What it is and how to avoid it,mortgages,https://www.bankrate.com//mortgages/predatory-lending-what-it-is-and-how-to-avoid-it/,Predatory lenders employ many tactics. Here’s what to watch for.,"Apr 30, 2024"
How often can you refinance your home?,mortgages,https://www.bankrate.com//mortgages/how-many-times-can-you-refinance/,"More than once, certainly. But making a habit of it gets costly.","Apr 29, 2024"
How to find the best VA lender: A step-by-step guide,mortgages,https://www.bankrate.com//mortgages/how-to-find-best-va-lender/,"Many offer, but few are chosen: How to evaluate a VA lender’s service record.","Apr 29, 2024"
How rising home values helped lower my mortgage bill,mortgages,https://www.bankrate.com//mortgages/rising-home-values-helped-lower-my-mortgage-bill/,Higher home values helped lower this Bankrate writer’s mortgage costs.,"Apr 29, 2024"
Piggyback loans: What they are and how they work,mortgages,https://www.bankrate.com//mortgages/piggyback-loan/,"It requires not one, but two mortgages. But it can get you closer to that dream home.","Apr 29, 2024"
Joint mortgages: What are they and should you get one?,mortgages,https://www.bankrate.com//mortgages/joint-mortgage/,It can get you that home if your qualifications are shaky. But it doesn’t necessarily mean joint ownership.,"Apr 29, 2024"
How are mortgage rates determined?,mortgages,https://www.bankrate.com//mortgages/how-interest-rates-are-set/,Understanding mortgage rate movements could save you money.,"Apr 29, 2024"
How many VA loans can you have?,mortgages,https://www.bankrate.com//mortgages/second-va-loan/,The VA mortgage program isn’t a one-time thing. Here’s how to get another helping.,"Apr 17, 2024"
What is mortgage insurance?,mortgages,https://www.bankrate.com//mortgages/what-is-mortgage-insurance/,"While mortgage insurance primarily benefits the lender, it does serve a purpose for the borrower.","Apr 18, 2024"
Prequalified vs. preapproved: What’s the difference?,mortgages,https://www.bankrate.com//mortgages/preapproved-vs-prequalified/,"They sound similar, but only one assures home sellers you’re a serious buyer.","Apr 15, 2024"
What to do when your mortgage application gets denied,mortgages,https://www.bankrate.com//mortgages/what-to-do-if-mortgage-application-is-denied/,"First, you cry. Then you fix the issue. Here’s how.","Apr 15, 2024"
Mortgage forbearance: What is it and how does it work?,mortgages,https://www.bankrate.com//mortgages/everything-you-should-know-about-mortgage-forbearance/,Answers to borrowers most common mortgage forbearance questions,"Apr 18, 2024"
Mortgage loan modification: What it is and how to get one,mortgages,https://www.bankrate.com//mortgages/loan-modification-strategy/,"If you can’t pay your mortgage, you may be able to have it modified. Here’s what to look for.","Apr 16, 2024"
"In debate over mortgage ‘junk’ fees, lenders and regulators disagree",mortgages,https://www.bankrate.com//mortgages/mortgage-junk-fees/,The government is stepping up scrutiny of “junk” fees — but are they really junk?,"Apr 16, 2024"
Home equity loan or HELOC vs. cash-out mortgage refinance,mortgages,https://www.bankrate.com//home-equity/home-equity-loan-heloc-or-cash-out-refi/,Knowing the differences among equity loans will help you make the right choice.,"Apr 16, 2024"
Private mortgage insurance (PMI): What it is and how it works,mortgages,https://www.bankrate.com//mortgages/basics-of-private-mortgage-insurance-pmi/,Hard to avoid it if your down payment is low. But must you pay this extra fee forever?,"Apr 10, 2024"
Getting a mortgage while on maternity leave,mortgages,https://www.bankrate.com//mortgages/maternity-leave-mortgage-approval/,"It’s doable, but your lender may put you through some extra hoops. Here’s what’s allowed.","Apr 09, 2024"
Wholesale mortgage lenders: What they are and how they work,mortgages,https://www.bankrate.com//mortgages/wholesale-lender/,"You may not recognize their name, but they might have a better deal for you.","Apr 11, 2024"
VA loan down payment: Definition and requirements,mortgages,https://www.bankrate.com//mortgages/va-loan-down-payment/,Most VA loan borrowers don’t have to make a down payment. Here’s how to decide whether you should.,"Apr 10, 2024"
How to lower your mortgage payment,mortgages,https://www.bankrate.com//mortgages/how-to-lower-mortgage-payments/,"Yes, you can pay less each month. Not all methods are worth the time or upfront expense, though.","Apr 10, 2024"
What is a savings and loan association (S&L)?,mortgages,https://www.bankrate.com//mortgages/savings-and-loan-associations/,It’s a financial institution that focuses primarily on mortgages and savings accounts.,"Apr 09, 2024"
What is a closing disclosure?,mortgages,https://www.bankrate.com//mortgages/closing-disclosure/,The lender must provide final details of your mortgage on the closing disclosure.,"Apr 09, 2024"
Loan modification vs. refinance: Which option is best for you?,mortgages,https://www.bankrate.com//mortgages/loan-modification-or-refinance-whats-better-for-borrowers/,"The bottom line: You can choose to refinance, but you’re forced into a loan modification.","Apr 10, 2024"
Good Neighbor Next Door program: What it is and how to apply,mortgages,https://www.bankrate.com//mortgages/good-neighbor-next-door/,It offers a way to buy a home for half off the list price. But there is a catch or two.,"Apr 05, 2024"
Getting a mortgage after bankruptcy: What you need to know,mortgages,https://www.bankrate.com//mortgages/how-to-get-a-mortgage-after-bankruptcy/,"It’s not easy, but if you are prepared for extra hurdles, it can happen.","Apr 04, 2024"
What happens if your mortgage company goes bankrupt?,mortgages,https://www.bankrate.com//mortgages/what-happens-to-mortgage-if-lender-goes-bankrupt/,"It’s usually not a problem — but it doesn’t get you out of payments, either.","Apr 03, 2024"
What is the draw period on a HELOC and how does it work?,mortgages,https://www.bankrate.com//home-equity/heloc-refinance-draw-period-ends/,"It’s the fun part, when you get your money. But you have to be ready when it ends.","Apr 04, 2024"
What is a jumbo loan and when do you need one?,mortgages,https://www.bankrate.com//mortgages/what-is-jumbo-mortgage/,"As the name implies, it’s a loan for a lot more money. But it has higher requirements too.","Apr 02, 2024"
The best home loan: how to shop for and compare mortgage offers,mortgages,https://www.bankrate.com//mortgages/how-to-compare-mortgage-offers/,"By comparing mortgage offers, you can potentially save thousands.","Apr 05, 2024"
FHA closing costs: What they are and how much you’ll pay,mortgages,https://www.bankrate.com//mortgages/fha-closing-costs/,"Like other types of mortgages, FHA loans come with closing costs. Here’s a breakdown of what to expect.","Apr 04, 2024"
Guide to 40-year mortgages: What are they and should you get one?,mortgages,https://www.bankrate.com//mortgages/what-are-40-year-mortgages/,"A 40-year mortgage comes with lower monthly payments, but higher interest costs.","Apr 03, 2024"
Types of mortgage refinance: How to choose,mortgages,https://www.bankrate.com//mortgages/choose-the-right-kind-of-refinance/,"There are many mortgage refinance options, and more than one might suit your needs. Here’s how to choose the best one.","Mar 26, 2024"
VA loan spouse requirements,mortgages,https://www.bankrate.com//mortgages/va-loan-spouse-requirements/,Hitched to a member of a military? You can benefit from these generous mortgages too.,"Mar 26, 2024"
VA renovation loans: Buying and fixing up a home with one loan,mortgages,https://www.bankrate.com//mortgages/va-renovation-loans/,A VA rehab loan can help you make upgrades — but only to essential systems.,"Mar 26, 2024"
Underwater mortgage: What it is and what to do,mortgages,https://www.bankrate.com//mortgages/underwater-mortgage-what-to-do/,Underwater mortgages can occur during an economic downturn when home values fall.,"Mar 26, 2024"
